index,node,prompt,class_name,is_leaf,classidx
58,n01922303,itap of a worm.,worm,0,99999
59,n03126707,itap of a construction crane.,construction crane,1,517
60,n03792972,itap of a tent.,tent,1,672
61,n03065424,itap of a spiral or coil.,spiral or coil,1,506
62,n04081844,itap of a restraint or belt.,restraint or belt,0,99999
63,n04254120,itap of a soap dispenser.,soap dispenser,1,804
64,n04565375,itap of a weapon.,weapon,0,99999
65,n03240683,itap of a drilling offshore rig.,drilling offshore rig,1,540
66,n04371774,itap of a swing.,swing,1,843
67,n02951585,itap of a can opener.,can opener,1,473
68,n04204238,itap of a shopping basket.,shopping basket,1,790
69,dummy230,itap of a source of illumination or lighting.,source of illumination or lighting,0,99999
70,n02793495,itap of a barn.,barn,1,425
71,n03032252,itap of a cinema or movie theater.,cinema or movie theater,1,498
72,dummy700,itap of a box.,box,0,99999
73,n03950228,itap of a drink pitcher.,drink pitcher,1,725
74,n01768244,itap of a trilobite.,trilobite,1,69
75,n09433442,itap of a shore a geological formation by water.,shore a geological formation by water,0,99999
76,n03532672,itap of a hook.,hook,1,600
77,n03621049,itap of a kitchen utensil.,kitchen utensil,0,99999
78,n02980441,itap of a castle.,castle,1,483
79,n03598930,itap of a jigsaw puzzle.,jigsaw puzzle,1,611
80,n04437953,itap of a timepiece or clock.,timepiece or clock,0,99999
81,n09256479,itap of a coral reef a geological formation.,coral reef a geological formation,1,973
82,n03991062,itap of a plant pot.,plant pot,1,738
83,n04613696,itap of a yurt tent.,yurt tent,1,915
84,n02795169,itap of a barrel.,barrel,1,427
85,n01917289,itap of a brain coral.,brain coral,1,109
86,n03467068,itap of a guillotine.,guillotine,1,583
87,n04296562,itap of a stage.,stage,1,819
88,n03482405,itap of a hamper basket.,hamper basket,1,588
89,n11669921,itap of a flower.,flower,0,99999
90,n04040759,itap of a radiator or heating device.,radiator or heating device,1,753
91,n04049303,itap of a rain water barrel.,rain water barrel,1,756
92,n04258138,itap of a solar thermal collector.,solar thermal collector,1,807
93,n04332243,itap of a strainer.,strainer,1,828
94,n07565083,itap of a restaurant menu.,restaurant menu,1,922
95,n01661091,itap of a reptile.,reptile,0,99999
96,n03868863,itap of a oxygen mask.,oxygen mask,1,691
97,n02729837,itap of a electric appliance.,electric appliance,0,99999
98,n03906997,itap of a pen.,pen,0,99999
99,n02686568,itap of a aircraft.,aircraft,0,99999
100,n03733925,itap of a measuring instrument.,measuring instrument,0,99999
101,n02858304,itap of a boat.,boat,0,99999
102,n03764736,itap of a milk can.,milk can,1,653
103,n03405265,itap of a furnishing.,furnishing,0,99999
104,n04141327,itap of a scabbard.,scabbard,1,777
105,n04127249,itap of a safety pin.,safety pin,1,772
106,n02747177,itap of a trash can.,trash can,1,412
107,n03739693,itap of a medical instrument.,medical instrument,0,99999
108,n04522168,itap of a vase.,vase,1,883
109,n13044778,itap of a earthstar fungus.,earthstar fungus,1,995
110,n02796623,itap of a barrier.,barrier,0,99999
111,n03388043,itap of a water fountain.,water fountain,1,562
112,n03935335,itap of a piggy bank.,piggy bank,1,719
113,n03051540,itap of a clothing (apparel).,clothing (apparel),0,99999
114,n03876231,itap of a paintbrush.,paintbrush,1,696
115,n04005630,itap of a prison.,prison,1,743
116,n01910747,itap of a jellyfish.,jellyfish,1,107
117,n01914609,itap of a sea anemone.,sea anemone,1,108
118,n01974773,itap of a crustacean.,crustacean,0,99999
119,n02898711,itap of a bridge.,bridge,0,99999
120,n10565667,itap of a scuba diver.,scuba diver,1,983
121,n03926148,itap of a photographic equipment.,photographic equipment,0,99999
122,n02815834,itap of a beaker.,beaker,1,438
123,n03476684,itap of a hair clip.,hair clip,1,584
124,dummy20,itap of a mushroom.,mushroom,0,99999
125,n01940736,itap of a mollusk or mollusc.,mollusk or mollusc,0,99999
126,n01627424,itap of a amphibian.,amphibian,0,99999
127,n02876657,itap of a bottle.,bottle,0,99999
128,n03074380,itap of a column or pillar.,column or pillar,0,99999
129,n02825657,itap of a bell cote or bell tower.,bell cote or bell tower,1,442
130,n09359803,itap of a mountain a geological formation.,mountain a geological formation,0,99999
131,n03781244,itap of a monastery.,monastery,1,663
132,n04081281,itap of a restaurant or eatery.,restaurant or eatery,1,762
133,n04187547,itap of a shed.,shed,0,99999
134,n02699494,itap of a altar.,altar,1,406
135,n03109150,itap of a corkscrew.,corkscrew,1,512
136,n03933933,itap of a pier.,pier,1,718
137,n03871628,itap of a product packet or packaging.,product packet or packaging,1,692
138,n04507155,itap of a umbrella.,umbrella,1,879
139,n04019541,itap of a hockey puck.,hockey puck,1,746
140,n01784675,itap of a centipede.,centipede,1,79
141,n02159955,itap of a insect.,insect,0,99999
142,n09421951,itap of a sandbank or shoal a geological formation.,sandbank or shoal a geological formation,1,977
143,n03717622,itap of a manhole cover.,manhole cover,1,640
144,dummy105,itap of a fabric.,fabric,0,99999
145,n04264628,itap of a keyboard space bar.,keyboard space bar,1,810
146,n06596364,itap of a comic book.,comic book,1,917
147,n03658185,itap of a letter opener.,letter opener,1,623
148,n02966193,itap of a carousel.,carousel,1,476
149,n09246464,itap of a cliff a geological formation.,cliff a geological formation,1,972
150,n03530642,itap of a honeycomb.,honeycomb,1,599
151,n02321529,itap of a sea cucumber.,sea cucumber,1,329
152,n04266014,itap of a space craft or space shuttle.,space craft or space shuttle,1,812
153,n04336792,itap of a stretcher.,stretcher,1,830
154,n02954938,itap of a cap.,cap,0,99999
155,n04105068,itap of a roof or ceiling of building.,roof or ceiling of building,0,99999
156,n09468604,itap of a valley a geological formation.,valley a geological formation,1,979
157,n03692522,itap of a jeweler's loupe magnifying glass.,jeweler's loupe magnifying glass,1,633
158,n03877845,itap of a palace.,palace,1,698
159,n03457902,itap of a greenhouse.,greenhouse,1,580
160,n04493381,itap of a hot tub.,hot tub,1,876
161,n07248320,itap of a dust jacket.,dust jacket,1,921
162,n04067472,itap of a fishing casting reel.,fishing casting reel,1,758
163,n02512053,itap of a fish.,fish,0,99999
164,n02773037,itap of a bag.,bag,0,99999
165,n04456115,itap of a torch.,torch,1,862
166,n03748162,itap of a retail store or shop.,retail store or shop,0,99999
167,n01769347,itap of a arachnid.,arachnid,0,99999
168,n02999410,itap of a chain.,chain,1,488
169,n03908714,itap of a pencil sharpener.,pencil sharpener,1,710
170,n02840245,itap of a ring binder.,ring binder,1,446
171,n09835506,itap of a ballplayer.,ballplayer,1,981
172,n03899768,itap of a patio or terrace.,patio or terrace,1,706
173,n02319095,itap of a sea urchin.,sea urchin,1,328
174,n03794056,itap of a mouse trap.,mouse trap,1,674
175,n09288635,itap of a geyser a geological natural spring fountain.,geyser a geological natural spring fountain,1,974
176,n06359193,itap of a web site.,web site,1,916
177,n03682487,itap of a lock.,lock,0,99999
178,n03825788,itap of a baby pacifier.,baby pacifier,1,680
179,n03920288,itap of a petri dish.,petri dish,1,712
180,n13040303,itap of a stinkhorn fungus.,stinkhorn fungus,1,994
181,n03492542,itap of a hard disk drive.,hard disk drive,1,592
182,n13037406,itap of a gyromitra mushroom.,gyromitra mushroom,1,993
183,n03666591,itap of a lighter or igniter.,lighter or igniter,1,626
184,n04217882,itap of a signboard.,signboard,0,99999
185,n03800933,itap of a musical instrument.,musical instrument,0,99999
186,n03042490,itap of a cliff dwelling.,cliff dwelling,1,500
187,n01503061,itap of a bird.,bird,0,99999
188,n04194289,itap of a ship.,ship,0,99999
189,dummy677,itap of a stick.,stick,0,99999
190,dummy190,itap of a wheel.,wheel,0,99999
191,n02910353,itap of a buckle.,buckle,1,464
192,n04399382,itap of a teddy bear.,teddy bear,1,850
193,n03956157,itap of a planetarium.,planetarium,1,727
194,n03743902,itap of a memorial monument.,memorial monument,0,99999
195,n04553703,itap of a sink.,sink,1,896
196,n03733281,itap of a maze (labyrinth).,maze (labyrinth),1,646
197,n03425413,itap of a gas pump.,gas pump,1,571
198,n04579432,itap of a whistle.,whistle,1,902
199,n03710193,itap of a mailbox.,mailbox,1,637
200,n02971356,itap of a cardboard box / carton.,cardboard box / carton,1,478
201,n01816887,itap of a parrot.,parrot,0,99999
202,n03793489,itap of a computer mouse.,computer mouse,1,673
203,n03961711,itap of a plate rack.,plate rack,1,729
204,n04270147,itap of a spatula.,spatula,1,813
205,n03983396,itap of a pop bottle or soda bottle.,pop bottle or soda bottle,1,737
206,n03970156,itap of a plunger or plumber's helper.,plunger or plumber's helper,1,731
207,n02437312,itap of a Arabian camel.,Arabian camel,1,354
208,n03998194,itap of a prayer rug or mat.,prayer rug or mat,1,741
209,n02443114,itap of a European polecat.,European polecat,1,358
210,n02503517,itap of a elephant.,elephant,0,99999
211,n02062017,itap of a aquatic mammal.,aquatic mammal,0,99999
212,n02927161,itap of a butcher shop.,butcher shop,1,467
213,n03327234,itap of a fence.,fence,0,99999
214,n03355925,itap of a flagpole.,flagpole,1,557
215,n06874185,itap of a traffic light or traffic signal.,traffic light or traffic signal,1,920
216,n03584829,itap of a clothes iron.,clothes iron,1,606
217,n03502509,itap of a head covering or headgear.,head covering or headgear,0,99999
218,dummy110,itap of a machine.,machine,0,99999
219,n01873310,itap of a platypus.,platypus,1,103
220,n02231487,itap of a stick insect.,stick insect,1,313
221,n03483316,itap of a hair dryer or hair drier.,hair dryer or hair drier,1,589
222,n04464852,itap of a tracked transport.,tracked transport,0,99999
223,n03250847,itap of a drumstick.,drumstick,1,542
224,n03782006,itap of a monitor.,monitor,1,664
225,n04435653,itap of a tile roof.,tile roof,1,858
226,n03405725,itap of a piece of furniture.,piece of furniture,0,99999
227,n07871810,itap of a meat loaf.,meat loaf,1,962
228,n03944341,itap of a pinwheel.,pinwheel,1,723
229,n03841143,itap of a odometer.,odometer,1,685
230,n09472597,itap of a volcano a geological formation.,volcano a geological formation,1,980
231,n03297495,itap of a espresso maker or coffee maker.,espresso maker or coffee maker,1,550
232,n04443257,itap of a tobacco shop.,tobacco shop,1,860
233,n02164464,itap of a beetle.,beetle,0,99999
234,n02870880,itap of a bookcase.,bookcase,1,453
235,n04254777,itap of a sock.,sock,1,806
236,n04591713,itap of a wine bottle.,wine bottle,1,907
237,n02951358,itap of a canoe boat.,canoe boat,1,472
238,n02226429,itap of a grasshopper.,grasshopper,1,311
239,n07880968,itap of a burrito.,burrito,1,965
240,n02419796,itap of a antelope.,antelope,0,99999
241,n04438304,itap of a timer.,timer,0,99999
242,n02403003,itap of a ox.,ox,1,345
243,n03481172,itap of a hammer.,hammer,1,587
244,n04009552,itap of a projector.,projector,1,745
245,n11939491,itap of a daisy flower.,daisy flower,1,985
246,n01514668,itap of a rooster bird.,rooster bird,1,7
247,n02727426,itap of a apiary.,apiary,1,410
248,n07707451,itap of a vegetable.,vegetable,0,99999
249,n02326432,itap of a hare.,hare,1,331
250,n04070727,itap of a refrigerator.,refrigerator,1,760
251,n01860187,itap of a black swan.,black swan,1,100
252,n02410509,itap of a bison.,bison,1,347
253,n04311004,itap of a steel arch bridge.,steel arch bridge,1,821
254,n02002075,itap of a stork.,stork,0,99999
255,n13134947,itap of a fruit.,fruit,0,99999
256,n02880940,itap of a bowl.,bowl,0,99999
257,n04154565,itap of a screwdriver.,screwdriver,1,784
258,n02791270,itap of a barbershop.,barbershop,1,424
259,n02641379,itap of a garfish.,garfish,1,395
260,n02510455,itap of a giant panda bear.,giant panda bear,1,388
261,n07836838,itap of a chocolate sauce.,chocolate sauce,1,960
262,n04286575,itap of a spotlight.,spotlight,1,818
263,n03649909,itap of a lawn mower.,lawn mower,1,621
264,n07831146,itap of a carbonara pasta.,carbonara pasta,1,959
265,n01560105,itap of a nightingale.,nightingale,0,99999
266,n04462240,itap of a toyshop.,toyshop,1,865
267,n02124623,itap of a wildcat.,wildcat,0,99999
268,n01843065,itap of a jacamar.,jacamar,1,95
269,n01843383,itap of a toucan.,toucan,1,96
270,n02398521,itap of a hippopotamus or hippo.,hippopotamus or hippo,1,344
271,n04586932,itap of a wind instrument.,wind instrument,0,99999
272,n01674464,itap of a lizard.,lizard,0,99999
273,n01806567,itap of a quail.,quail,1,85
274,n01558993,itap of a American robin.,American robin,1,15
275,n03673027,itap of a ocean liner ship.,ocean liner ship,1,628
276,dummy104,itap of a computer.,computer,0,99999
277,n07579787,itap of a plate.,plate,1,923
278,n04458633,itap of a totem pole pillar monument.,totem pole pillar monument,1,863
279,n01639765,itap of a frog or toad.,frog or toad,0,99999
280,n03710637,itap of a maillot tights.,maillot tights,1,638
281,n04612504,itap of a yawl boat.,yawl boat,1,914
282,n04338517,itap of a stringed instrument.,stringed instrument,0,99999
283,n07711569,itap of a mashed potato.,mashed potato,1,935
284,n01795088,itap of a grouse.,grouse,0,99999
285,n02606052,itap of a rock beauty.,rock beauty,1,392
286,n04366367,itap of a suspension bridge.,suspension bridge,1,839
287,n03450230,itap of a gown.,gown,1,578
288,n01704323,itap of a triceratops dinosaur.,triceratops dinosaur,1,51
289,n09193705,itap of a alp mountain.,alp mountain,1,970
290,n03220513,itap of a dome.,dome,1,538
291,n03062245,itap of a cocktail shaker.,cocktail shaker,1,503
292,n03995372,itap of a power drill.,power drill,1,740
293,n03459775,itap of a radiator grille.,radiator grille,1,581
294,n04179913,itap of a sewing machine.,sewing machine,1,786
295,n02013706,itap of a limpkin.,limpkin,1,135
296,n02509815,itap of a lesser red panda.,lesser red panda,1,387
297,n02447366,itap of a badger.,badger,1,362
298,n02138441,itap of a meerkat.,meerkat,1,299
299,n01986214,itap of a hermit crab or shell crab.,hermit crab or shell crab,1,125
300,n01855672,itap of a goose.,goose,1,99
301,n04033901,itap of a quill pen.,quill pen,1,749
302,n03791235,itap of a automotive vehicle.,automotive vehicle,0,99999
303,dummy35,itap of a armor.,armor,0,99999
304,n02691156,itap of a airplane or aeroplane.,airplane or aeroplane,0,99999
305,n02022684,itap of a shorebird or shore bird.,shorebird or shore bird,0,99999
306,n04008634,itap of a projectile missile.,projectile missile,1,744
307,n04401088,itap of a telephone.,telephone,0,99999
308,n03880531,itap of a cooking pan.,cooking pan,0,99999
309,n04330267,itap of a stove.,stove,1,827
310,n03046257,itap of a clock.,clock,0,99999
311,n02206856,itap of a bee.,bee,1,309
312,n03271574,itap of a electric fan.,electric fan,1,545
313,n02776631,itap of a bakery.,bakery,1,415
314,n04486054,itap of a triumphal arch.,triumphal arch,1,873
315,n03777754,itap of a modem.,modem,1,662
316,n02607072,itap of a anemone (clown).,anemone (clown),1,393
317,n04141975,itap of a scale or weighing machine.,scale or weighing machine,1,778
318,n03095699,itap of a container ship.,container ship,1,510
319,n03729826,itap of a matchstick.,matchstick,1,644
320,n02355003,itap of a swine.,swine,0,99999
321,n04152593,itap of a CRT screen  display.,CRT screen  display,1,782
322,n03874293,itap of a paddle wheel.,paddle wheel,1,694
323,n04074963,itap of a remote control.,remote control,1,761
324,n01985128,itap of a crayfish or crawfish.,crayfish or crawfish,1,124
325,n04131690,itap of a salt shaker.,salt shaker,1,773
326,n02051845,itap of a pelican.,pelican,1,144
327,n09428293,itap of a seashore a geological formation by water.,seashore a geological formation by water,1,978
328,n07697313,itap of a cheeseburger or hamburger.,cheeseburger or hamburger,1,933
329,n01807496,itap of a partridge.,partridge,1,86
330,n03761084,itap of a microwave oven.,microwave oven,1,651
331,n02823750,itap of a beer glass.,beer glass,1,441
332,n02274259,itap of a butterfly.,butterfly,0,99999
333,n04026417,itap of a purse.,purse,1,748
334,n02534734,itap of a salmon fish.,salmon fish,0,99999
335,n01772222,itap of a spider.,spider,0,99999
336,n03075370,itap of a combination lock.,combination lock,1,507
337,n02037110,itap of a oystercatcher wading bird.,oystercatcher wading bird,1,143
338,n01872401,itap of a echidna or spiny anteater.,echidna or spiny anteater,1,102
339,n01629276,itap of a salamander.,salamander,0,99999
340,n04468005,itap of a railroad train.,railroad train,0,99999
341,n01950731,itap of a sea slug.,sea slug,1,115
342,n03207941,itap of a dishwasher or dishwashing machine.,dishwasher or dishwashing machine,1,534
343,n01823013,itap of a cuckoo.,cuckoo,0,99999
344,n04355933,itap of a sunglasses.,sunglasses,1,836
345,n04404412,itap of a television or TV.,television or TV,1,851
346,n13054560,itap of a bolete mushroom.,bolete mushroom,1,997
347,n13052670,itap of a hen-of-the-woods mushroom.,hen-of-the-woods mushroom,1,996
348,n03197337,itap of a digital watch.,digital watch,1,531
349,n02006656,itap of a spoonbill.,spoonbill,1,129
350,n02442845,itap of a mink.,mink,1,357
351,n01534433,itap of a junco or snowbird.,junco or snowbird,1,13
352,n03490324,itap of a handwear.,handwear,0,99999
353,n01874434,itap of a marsupial or pouched mammal.,marsupial or pouched mammal,0,99999
354,n02008041,itap of a heron.,heron,0,99999
355,n12998815,itap of a agaric mushroom.,agaric mushroom,1,992
356,n02268853,itap of a damselfly.,damselfly,1,320
357,n04579145,itap of a whiskey jug.,whiskey jug,1,901
358,n01698640,itap of a American alligator.,American alligator,1,50
359,n04542943,itap of a waffle iron.,waffle iron,1,891
360,n03924679,itap of a photocopier.,photocopier,1,713
361,n03544143,itap of a hourglass or sandglass.,hourglass or sandglass,1,604
362,n01846331,itap of a duck.,duck,0,99999
363,n03633091,itap of a ladle.,ladle,1,618
364,n02730930,itap of a apron.,apron,1,411
365,n03000684,itap of a chain saw.,chain saw,1,491
366,n02457408,itap of a three-toed tree sloth.,three-toed tree sloth,1,364
367,n02643566,itap of a lionfish.,lionfish,1,396
368,n07720875,itap of a bell pepper.,bell pepper,1,945
369,n01518878,itap of a ostrich.,ostrich,1,9
370,n01976957,itap of a crab.,crab,0,99999
371,n01443537,itap of a goldfish.,goldfish,1,1
372,n01530575,itap of a brambling.,brambling,1,10
373,n04367480,itap of a cleaning mop.,cleaning mop,1,840
374,n03089624,itap of a confectionery or candy store.,confectionery or candy store,1,509
375,n02391049,itap of a zebra.,zebra,1,340
376,n02783161,itap of a ballpoint pen.,ballpoint pen,1,418
377,n03954731,itap of a block plane.,block plane,1,726
378,n01828970,itap of a bee eater.,bee eater,1,92
379,n01930112,itap of a nematode.,nematode,1,111
380,n03141823,itap of a crutch.,crutch,1,523
381,n02942699,itap of a camera.,camera,0,99999
382,n03759954,itap of a microphone.,microphone,1,650
383,n02445715,itap of a skunk.,skunk,1,361
384,n06794110,itap of a street sign.,street sign,1,919
385,n02412080,itap of a ram or male sheep.,ram or male sheep,1,348
386,n02782093,itap of a hot air balloon.,hot air balloon,1,417
387,n02879718,itap of a hunting bow.,hunting bow,1,456
388,n01776313,itap of a tick.,tick,1,78
389,n01770081,itap of a harvestman.,harvestman,1,70
390,n07693725,itap of a bagel.,bagel,1,931
391,n02012849,itap of a crane bird.,crane bird,1,134
392,n03614532,itap of a keyboard instrument.,keyboard instrument,0,99999
393,n04552348,itap of a warplane or military plane.,warplane or military plane,1,895
394,n01662784,itap of a turtle.,turtle,0,99999
395,n03381126,itap of a footwear.,footwear,0,99999
396,n03938244,itap of a pillow or cushion.,pillow or cushion,1,721
397,n02131653,itap of a bear.,bear,0,99999
398,n02264363,itap of a lacewing fly.,lacewing fly,1,318
399,n02007558,itap of a flamingo.,flamingo,1,130
400,n03706229,itap of a magnetic compass.,magnetic compass,1,635
401,n01514859,itap of a hen bird.,hen bird,1,8
402,n01482330,itap of a shark.,shark,0,99999
403,n01968897,itap of a chambered nautilus.,chambered nautilus,1,117
404,n02860847,itap of a bobsled or bobsleigh.,bobsled or bobsleigh,1,450
405,n04557648,itap of a water bottle.,water bottle,1,898
406,n03967562,itap of a plow or plough.,plow or plough,1,730
407,n03903868,itap of a pedestal.,pedestal,1,708
408,n02979186,itap of a cassette player.,cassette player,1,482
409,n07583066,itap of a guacamole.,guacamole,1,924
410,n01806143,itap of a peafowl.,peafowl,1,84
411,n01945685,itap of a slug.,slug,1,114
412,n07584110,itap of a consomme.,consomme,1,925
413,n12057211,itap of a yellow lady's slipper flower.,yellow lady's slipper flower,1,986
414,n03662601,itap of a lifeboat.,lifeboat,1,625
415,n03623198,itap of a knee pad.,knee pad,1,615
416,n02871525,itap of a bookstore.,bookstore,1,454
417,n02259212,itap of a leafhopper.,leafhopper,1,317
418,n01580077,itap of a jay.,jay,1,17
419,n02120997,itap of a feline or cat.,feline or cat,0,99999
420,n02892201,itap of a brass memorial plaque.,brass memorial plaque,1,458
421,n02640242,itap of a sturgeon.,sturgeon,1,394
422,n03343853,itap of a firearm or weapon.,firearm or weapon,0,99999
423,n02970849,itap of a cart.,cart,0,99999
424,n03208938,itap of a hydraulic brake or brake system.,hydraulic brake or brake system,1,535
425,n02137549,itap of a mongoose.,mongoose,1,298
426,n03733805,itap of a measuring cup.,measuring cup,1,647
427,n04273569,itap of a speedboat.,speedboat,1,814
428,n02017213,itap of a common European gallinule bird.,common European gallinule bird,1,136
429,n02514041,itap of a barracouta (snoek).,barracouta (snoek),1,389
430,n02219486,itap of a ant.,ant,1,310
431,n04532670,itap of a viaduct.,viaduct,1,888
432,n07920052,itap of a espresso.,espresso,1,967
433,n01601694,itap of a American Dipper.,American Dipper,1,20
434,n04372370,itap of a electrical switch.,electrical switch,1,844
435,dummy112,itap of a keyboard.,keyboard,0,99999
436,n01955084,itap of a chiton.,chiton,1,116
437,n01871265,itap of a tusker.,tusker,1,101
438,n01440764,itap of a tench.,tench,1,0
439,n03026506,itap of a Christmas stocking.,Christmas stocking,1,496
440,n02769748,itap of a backpack or rucksack.,backpack or rucksack,1,414
441,n04525038,itap of a velvet fabric.,velvet fabric,1,885
442,n02823428,itap of a beer bottle.,beer bottle,1,440
443,n04417672,itap of a thatched roof.,thatched roof,1,853
444,n04277352,itap of a spindle.,spindle,1,816
445,n04317175,itap of a stethoscope.,stethoscope,1,823
446,n04251144,itap of a snorkel.,snorkel,1,801
447,n03160309,itap of a water dam.,water dam,1,525
448,n02441942,itap of a weasel.,weasel,1,356
449,n04376876,itap of a syringe.,syringe,1,845
450,n04128499,itap of a sailboat or sailing boat.,sailboat or sailing boat,0,99999
451,n04597913,itap of a wooden spoon.,wooden spoon,1,910
452,n07695742,itap of a pretzel.,pretzel,1,932
453,n03803284,itap of a muzzle.,muzzle,1,676
454,n02966687,itap of a carpenter's tool kit.,carpenter's tool kit,1,477
455,n02018795,itap of a bustard.,bustard,1,138
456,n04111531,itap of a rotisserie.,rotisserie,1,766
457,n02687172,itap of a aircraft carrier.,aircraft carrier,1,403
458,n04476259,itap of a tray.,tray,1,868
459,n03447447,itap of a gondola boat.,gondola boat,1,576
460,n02894605,itap of a breakwater.,breakwater,1,460
461,n07609840,itap of a dessert or sweet.,dessert or sweet,0,99999
462,n02444819,itap of a otter.,otter,1,360
463,n03816005,itap of a neckwear.,neckwear,0,99999
464,n07590611,itap of a hot pot stew.,hot pot stew,1,926
465,n03344393,itap of a fireboat.,fireboat,1,554
466,n02415577,itap of a bighorn Rocky Mountain sheep.,bighorn Rocky Mountain sheep,1,349
467,n01495701,itap of a ray.,ray,0,99999
468,n03937543,itap of a pill bottle.,pill bottle,1,720
469,n04039381,itap of a racket or racquet.,racket or racquet,1,752
470,n03028079,itap of a church a place of worship.,church a place of worship,1,497
471,n09332890,itap of a lakeside or lakeshore a geological formation by water.,lakeside or lakeshore a geological formation by water,1,975
472,n04550184,itap of a wardrobe or closet.,wardrobe or closet,1,894
473,n03947888,itap of a pirate ship.,pirate ship,1,724
474,n04346328,itap of a stupa monument.,stupa monument,1,832
475,n07932039,itap of a eggnog.,eggnog,1,969
476,n03314378,itap of a face mask.,face mask,0,99999
477,n02437616,itap of a llama.,llama,1,355
478,n03992509,itap of a potter's wheel.,potter's wheel,1,739
479,n04118776,itap of a ruler measuring stick.,ruler measuring stick,1,769
480,n04501370,itap of a turnstile gate.,turnstile gate,1,877
481,n03461385,itap of a grocery store.,grocery store,1,582
482,n04149813,itap of a scoreboard.,scoreboard,1,781
483,n03388183,itap of a fountain pen.,fountain pen,1,563
484,n04200800,itap of a shoe shop.,shoe shop,1,788
485,n02877765,itap of a bottle cap.,bottle cap,1,455
486,n02268443,itap of a dragonfly.,dragonfly,1,319
487,n03657121,itap of a lens cap.,lens cap,1,622
488,n02692877,itap of a airship.,airship,1,405
489,n03472232,itap of a gymnastic apparatus.,gymnastic apparatus,0,99999
490,n01726692,itap of a snake.,snake,0,99999
491,n04392985,itap of a tape player.,tape player,1,848
492,n02469914,itap of a primate.,primate,0,99999
493,n02454379,itap of a armadillo.,armadillo,1,363
494,n03063599,itap of a coffee mug.,coffee mug,1,504
495,n04485082,itap of a camera tripod stand.,camera tripod stand,1,872
496,n04554684,itap of a washer or washing machine.,washer or washing machine,1,897
497,n04442312,itap of a toaster.,toaster,1,859
